fips,PST045213,PST040210,PST120213,POP010210,AGE135213,AGE295213,AGE775213,SEX255213,RHI125213,RHI225213,RHI325213,RHI425213,RHI525213,RHI625213,RHI725213,RHI825213,POP715213,POP645213,POP815213,EDU635213,EDU685213,VET605213,LFE305213,HSG010213,HSG445213,HSG096213,HSG495213,HSD410213,HSD310213,INC910213,INC110213,PVY020213,BZA010212,BZA110212,BZA115212,NES010212,SBO001207,SBO315207,SBO115207,SBO215207,SBO515207,SBO415207,SBO015207,MAN450207,WTN220207,RTN130207,RTN131207,AFN120207,BPS030212,LND110210,POP060210
02016,5511,5561,-0.9,5561,3.3,12.7,5.0,32.3,40.5,7.4,13.8,31.1,2.3,4.8,14.6,29.2,81.5,34.9,47.4,82.7,13.3,354,6.4,1929,36.4,44.2,218400,1033,3.52,31790,81853,9.2,116,4579,-0.7,256,285,0.0,0.0,0.0,0.0,0.0,26.3,634809,62073,46785,9823,14684,1,4390.28,1.3
02020,300950,291826,3.1,291826,7.4,25.1,8.5,48.6,66.6,6.3,8.1,8.9,2.3,7.8,8.6,60.5,79.5,9.4,17.3,92.5,32.8,30292,19.4,113746,60.6,33.6,282800,105208,2.73,36214,77454,7.9,8557,145850,1.2,19347,26726,2.5,5.7,5.3,0.0,3.1,30.2,0,2914025,4482714,16096,933301,532,1704.68,171.2
02050,17758,17013,4.4,17013,10.9,35.9,6.5,48.3,12.1,0.7,81.8,1.0,0.3,4.1,1.6,11.5,85.2,1.2,66.7,79.5,11.7,909,7.4,5912,64.2,13.0,189600,4358,3.90,18497,51689,22.8,233,3165,-0.7,1050,1238,0.0,54.7,0.0,0.0,0.0,20.8,0,3454,96755,5658,4091,2,40570.00,0.4
02060,960,997,-3.7,997,5.7,21.5,9.6,44.6,47.3,0.0,33.8,1.1,0.3,17.5,3.9,45.3,83.4,0.6,5.2,91.7,19.4,91,10.2,960,57.3,12.7,175000,384,2.42,37024,79531,7.9,64,323,-39.5,236,250,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12785,12823,13278,0,503.84,2.0
02068,1867,1826,2.2,1826,5.2,20.7,8.6,45.3,89.0,1.3,3.7,1.2,0.1,4.7,3.1,86.3,82.1,7.4,10.3,88.8,28.1,198,15.2,1757,68.9,9.8,192500,716,2.26,35295,72500,11.4,104,0,0.0,163,316,0.0,0.0,0.0,0.0,0.0,0.0,0,0,11046,6120,37099,0,12751.41,0.1
02070,5010,4847,3.4,4847,10.9,32.4,7.9,48.1,18.4,0.4,71.0,0.9,0.2,9.2,2.4,17.7,84.2,1.5,39.9,83.7,17.8,214,8.7,2418,57.8,15.2,194000,1339,3.59,21498,54150,18.1,94,1279,0.5,819,789,0.0,58.3,0.0,0.0,0.0,9.1,0,0,42742,8612,7197,0,18568.78,0.3
02090,100436,97581,2.9,97581,7.9,24.7,7.5,46.2,77.7,5.5,7.1,2.9,0.4,6.3,7.7,71.6,73.8,5.7,10.3,93.1,29.0,11048,19.2,41607,59.2,24.9,212500,35588,2.67,32143,69223,8.4,2469,26869,-0.3,5244,6481,2.0,3.8,3.4,0.0,2.3,32.5,0,0,1574267,16072,221600,46,7338.21,13.3
02100,2592,2508,3.3,2508,5.1,19.7,15.9,49.8,81.3,0.5,9.8,1.0,0.0,7.4,2.7,79.4,78.8,5.0,7.9,96.4,30.1,282,11.7,1629,64.2,15.0,171900,1245,2.01,31096,52866,7.8,136,638,5.6,376,489,0.0,0.0,0.0,0.0,0.0,37.2,0,0,16185,6991,6351,3,2318.60,1.1
02105,2145,2150,-0.2,2150,6.0,19.6,15.5,46.9,49.4,0.6,39.0,0.7,0.1,10.3,4.5,47.8,85.9,3.0,13.7,88.4,26.9,172,9.7,1756,63.4,7.3,200500,930,2.23,28806,49545,14.9,78,232,-56.1,294,718,0.0,0.0,0.0,0.0,0.0,20.8,0,0,52012,23610,20660,19,7524.92,0.3
02110,32660,31275,4.4,31275,6.2,22.6,9.9,48.9,70.3,1.5,11.7,6.1,1.0,9.4,6.2,66.0,81.0,6.5,9.9,95.5,36.7,2739,15.1,13078,64.5,32.2,309900,12099,2.58,37558,81490,6.2,1129,11039,1.8,2596,3500,1.0,5.2,3.6,0.0,0.0,26.5,0,0,465334,15235,86874,54,2701.93,11.6
02122,57147,55400,3.2,55400,6.4,23.0,13.5,47.6,84.6,0.9,7.4,1.3,0.3,5.5,3.8,81.6,83.7,2.6,8.2,92.8,23.7,6137,19.1,30580,72.7,11.7,204900,21720,2.50,31256,61793,8.6,2040,14282,4.2,6117,8698,0.0,0.0,0.9,0.0,0.0,0.0,0,193745,666923,12527,131217,73,16075.33,3.4
02130,13729,13477,1.9,13477,6.6,22.8,11.9,47.9,68.3,0.9,14.0,7.4,0.3,9.1,4.9,65.0,78.3,7.3,9.8,93.5,25.4,1421,13.7,6195,58.5,39.4,265600,5295,2.50,31589,62519,10.2,600,4518,-6.0,1293,1472,0.0,2.4,3.0,0.0,0.0,16.4,0,0,268880,20488,45557,23,4858.41,2.8
02150,14135,13592,4.0,13592,7.9,26.7,7.9,46.1,57.6,1.3,13.0,20.3,1.0,6.8,8.4,51.4,79.4,14.2,22.7,89.6,20.0,1097,11.1,5308,56.9,29.3,224500,4501,2.97,28562,68718,11.7,478,4513,-4.4,1574,1847,0.0,21.5,0.0,0.0,8.8,0.0,0,0,108173,8274,26252,19,6549.58,2.1
02164,1648,1631,1.0,1631,8.9,29.6,8.7,46.8,24.6,0.8,64.3,0.4,0.3,9.6,3.3,23.4,88.0,1.7,15.8,86.8,15.4,79,6.4,1499,64.4,2.9,136400,508,2.83,21616,51786,21.1,48,126,-24.6,277,371,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,23652.01,0.1
02170,95192,88995,7.0,88995,7.4,27.7,9.1,48.0,84.5,1.3,6.0,1.3,0.3,6.6,4.5,81.1,84.0,3.4,7.0,92.4,21.3,9600,32.8,41252,76.7,11.1,218900,31123,2.89,29534,71037,9.9,2036,16520,6.1,6338,7646,0.0,4.1,1.0,0.0,0.0,25.7,0,136960,853888,10362,113679,43,24607.90,3.6
02180,9892,9492,4.2,9492,11.4,34.9,7.2,47.3,17.9,0.7,73.8,1.3,0.1,6.2,1.8,17.1,83.5,1.4,28.7,84.1,17.1,600,6.7,4040,55.1,18.1,142800,2797,3.37,20271,49974,27.7,168,1939,0.2,547,629,0.0,45.2,0.0,0.0,0.0,0.0,0,0,63167,6785,10198,44,22961.76,0.4
02185,9686,9430,2.7,9430,8.3,25.3,4.7,37.9,34.1,1.1,52.5,5.1,1.6,5.5,3.4,32.3,81.1,5.3,36.0,86.0,14.5,604,8.9,2570,48.3,26.4,154600,1990,3.48,46457,80761,10.3,148,2885,1.8,243,263,0.0,11.4,0.0,0.0,0.0,11.8,0,135221,70105,10574,56347,43,88695.41,0.1
02188,7685,7523,2.2,7523,11.8,35.8,6.7,46.0,13.2,0.7,79.1,0.8,0.2,6.0,1.5,12.5,83.1,1.2,33.9,78.7,11.0,367,7.6,2707,56.0,17.5,131000,1828,4.00,21461,61607,22.0,73,1663,-2.9,224,189,0.0,51.9,0.0,0.0,0.0,39.7,0,0,41576,5599,0,1,35572.58,0.2
02195,3774,3819,-1.2,3815,6.1,22.5,12.9,48.2,71.5,0.7,16.6,2.7,0.3,8.2,4.7,67.9,86.4,4.6,9.7,95.7,25.7,345,7.7,1993,69.2,14.5,215100,1643,2.20,34183,63934,13.5,164,1125,-37.3,773,1395,0.0,0.0,0.0,0.0,0.0,22.2,128982,20426,68451,17606,8300,7,3281.98,1.2
02198,5786,5559,4.1,5559,7.1,25.0,10.9,45.2,49.5,0.4,40.1,0.7,0.5,8.8,3.1,48.0,82.2,1.4,4.8,91.0,15.7,492,14.6,2950,70.7,10.5,162500,2240,2.49,24581,46071,15.1,137,970,30.6,557,905,0.0,15.8,0.0,0.0,0.0,9.1,0,0,41561,7514,10917,0,3922.87,1.4
02220,9020,8881,1.6,8881,6.6,22.9,12.9,49.3,67.0,1.0,16.3,6.1,0.3,9.3,5.8,63.6,84.0,7.7,13.3,91.2,34.1,757,12.3,4096,56.2,27.2,323200,3554,2.42,32521,69405,10.0,383,2869,-3.7,1287,1938,0.0,12.8,0.0,0.0,0.0,16.3,0,0,94916,10875,27072,16,2870.34,3.1
02230,995,968,2.8,968,5.2,12.8,10.6,47.2,90.3,0.3,4.6,0.7,0.3,3.8,4.2,86.6,83.0,8.9,12.2,95.2,24.3,47,4.4,652,59.2,27.6,305600,412,2.23,37139,71667,5.5,111,305,0.0,137,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,452.33,2.1
02240,6985,7029,-0.6,7029,7.9,25.5,11.4,44.3,80.2,1.5,11.7,1.2,0.5,4.9,4.9,76.6,76.9,9.1,23.4,93.1,23.1,973,12.2,3886,66.5,16.9,175000,2326,2.84,29437,56801,13.3,179,1274,34.2,532,567,0.0,0.0,0.0,0.0,0.0,0.0,0,0,47342,6906,22181,0,24768.81,0.3
02261,9763,9636,1.3,9636,6.9,25.0,9.6,46.9,73.8,0.9,13.4,4.2,0.7,7.1,4.4,70.6,80.5,4.6,8.9,91.0,23.9,895,12.2,6063,74.5,18.1,177700,3424,2.73,32579,74878,8.3,441,2848,0.2,1281,1574,0.0,8.1,2.0,0.0,0.0,18.9,543389,81239,79692,8422,23148,6,34239.88,0.3
02270,7977,7459,6.9,7459,14.0,42.2,5.1,47.3,4.9,0.2,92.2,0.3,0.0,2.5,0.7,4.7,89.5,0.6,50.0,76.6,5.4,351,6.0,2183,71.1,3.4,109300,1744,4.39,11210,40176,31.4,77,704,1.3,554,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,39514,5211,0,0,17081.43,0.4
02275,2400,2365,1.5,2369,4.7,21.3,17.3,48.5,72.4,0.4,15.8,1.7,0.0,9.8,1.8,71.1,86.4,2.8,6.0,89.0,16.7,364,9.5,1416,71.4,17.2,157400,1149,2.01,28474,45841,9.5,84,545,0.0,370,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2541.48,0.9
02282,642,662,-3.0,662,5.8,19.9,11.8,43.8,39.6,0.9,36.6,5.6,1.4,15.9,3.1,37.1,81.8,5.9,19.6,93.2,22.7,58,5.4,449,49.6,13.8,147500,254,2.15,34317,72500,5.9,30,151,18.0,122,158,0.0,0.0,0.0,0.0,0.0,25.3,0,9957,0,0,3757,0,7649.46,0.1
02290,5695,5588,1.9,5588,8.8,27.8,12.8,46.0,22.9,0.4,70.8,0.3,0.2,5.3,1.7,22.0,85.9,1.1,17.3,80.3,9.3,419,8.3,4024,70.4,2.1,106500,2056,2.72,19729,34710,24.2,110,456,5.6,358,426,0.0,56.6,0.0,0.0,0.0,33.8,0,0,41553,7151,5429,0,145504.79,0.0
04000,6626624,6392015,3.7,6392017,6.5,24.4,15.4,50.3,84.0,4.6,5.3,3.2,0.3,2.6,30.3,56.7,80.4,13.4,26.8,85.7,26.9,522382,24.6,2892325,64.4,20.7,165100,2370289,2.67,25358,49774,17.9,131375,2134252,1.2,413571,491529,2.0,1.9,3.3,0.0,10.7,28.1,57977827,57573459,86758801,13637,13268514,21726,113594.08,56.3
04001,71934,71518,0.6,71518,7.8,29.6,12.9,50.5,23.6,0.7,73.5,0.4,0.0,1.7,6.3,19.2,91.7,1.7,57.0,74.5,10.4,4109,30.0,32609,76.5,5.8,83100,19055,3.70,12709,31476,36.2,475,6964,-3.5,2627,3732,0.0,31.0,0.0,0.0,6.2,0.0,0,18138,276872,3997,47781,21,11197.52,6.4
04003,129473,131346,-1.4,131346,6.4,22.5,19.1,48.9,87.9,4.7,1.7,2.2,0.4,3.1,33.9,56.8,80.9,11.6,27.4,85.8,22.5,18795,18.9,60293,68.8,13.3,146200,49174,2.47,23608,45755,17.1,2260,27243,-5.8,6508,8740,2.5,0.7,2.3,0.0,15.5,33.0,181316,102250,1313671,10284,171397,366,6165.69,21.3
04005,136539,134437,1.6,134421,6.2,22.3,10.3,50.6,66.4,1.6,27.4,1.7,0.2,2.7,13.9,55.0,79.8,5.3,23.5,87.6,31.1,8084,18.7,64654,59.5,19.1,220400,46198,2.74,23382,49555,23.0,3499,44432,-0.3,8413,11407,0.0,7.6,2.1,0.0,5.6,31.1,1526810,475616,1691664,13273,717689,818,18618.89,7.2
04007,53053,53597,-1.0,53597,5.7,20.4,25.8,50.4,80.6,0.8,16.2,0.7,0.1,1.6,18.5,63.8,88.3,3.4,14.4,84.3,16.1,6166,20.8,32947,75.8,5.2,134000,20601,2.54,20792,39954,21.6,1016,11413,0.0,3497,5250,0.0,4.3,0.0,0.0,0.0,28.7,0,0,550763,10545,106693,51,4757.93,11.3
04009,37482,37220,0.7,37220,8.0,28.4,12.2,46.8,81.5,2.0,14.0,0.6,0.2,1.7,31.5,52.2,83.7,5.0,20.1,84.4,12.3,2695,22.2,13354,74.3,9.8,122200,11031,3.01,17168,44943,22.3,495,6344,-26.5,1335,1603,0.0,0.0,0.0,0.0,0.0,0.0,0,67967,389416,11211,34671,82,4622.60,8.1
04011,9049,8437,7.3,8437,7.0,28.2,11.8,47.5,91.9,1.5,3.4,0.9,0.1,2.2,47.2,47.6,83.7,4.7,24.3,84.3,11.1,820,17.5,4417,46.1,6.6,81000,3386,2.54,20516,47992,16.0,86,4571,110.6,210,538,0.0,0.0,0.0,0.0,0.0,0.0,0,0,35595,4587,4888,2,1843.13,4.6
04012,20324,20489,-0.8,20489,4.4,17.4,35.5,48.9,77.6,1.0,17.5,0.9,0.1,2.9,24.9,60.3,88.7,13.5,18.8,75.3,9.3,3044,12.4,16132,74.0,4.1,88800,10221,1.97,22200,35776,19.4,338,3843,-3.5,817,1241,0.0,2.7,0.0,0.0,0.0,32.0,0,65901,394370,19588,37986,6,4499.63,4.6
04013,4009412,3817118,5.0,3817117,6.8,25.3,13.4,50.5,84.7,5.7,2.7,4.0,0.3,2.7,30.0,57.6,80.0,14.9,26.3,86.4,29.8,271518,25.4,1668171,62.5,25.1,176500,1411727,2.72,27256,53596,16.7,84585,1458349,0.6,268747,311765,2.4,1.2,3.9,0.0,9.2,27.3,40182099,49760315,58688328,15153,8408940,14131,9200.14,414.9
04015,203030,200186,1.4,200186,4.8,19.2,25.9,49.7,92.2,1.3,2.9,1.2,0.2,2.2,15.5,78.4,79.0,6.9,10.9,83.8,11.9,26193,18.9,111725,69.4,10.2,133900,80230,2.43,20833,39200,19.4,3611,39443,-0.8,10177,14568,1.1,2.6,1.6,0.0,4.6,25.9,1349965,423845,2837691,14489,274299,345,13311.08,15.0
04017,107322,107449,-0.1,107449,7.4,28.3,15.1,49.9,51.3,1.2,44.8,0.6,0.1,2.0,11.0,42.6,86.6,2.6,36.8,80.6,14.9,7144,22.3,57325,72.0,7.7,112200,34343,3.05,16626,36927,30.3,1736,16938,-0.3,5247,6709,0.0,11.8,0.0,0.0,0.0,24.7,0,209493,1237467,11148,191458,93,9950.42,10.8
04019,996554,980263,1.7,980263,6.0,22.1,17.2,50.8,85.8,4.0,4.2,3.0,0.2,2.8,35.7,53.9,79.6,12.8,28.5,87.2,29.8,92409,24.0,446967,62.7,22.7,167500,384041,2.50,25269,45841,19.2,20027,305210,1.4,60810,75853,1.3,1.4,3.4,0.0,14.1,30.1,10365206,3056767,11928538,11969,2135243,2841,9187.04,106.7
04021,389350,375770,3.6,375770,6.4,25.0,17.0,47.8,83.3,4.8,6.8,1.9,0.4,2.8,29.0,58.2,79.8,10.1,21.9,84.7,18.0,35852,31.1,164257,74.4,5.9,120200,123733,2.87,20910,50027,15.6,3286,44919,1.6,15461,15591,3.1,1.9,0.0,0.0,12.7,27.0,2149874,450438,2033110,6718,341933,1836,5365.61,70.0
04023,46768,47420,-1.4,47420,7.4,28.9,15.3,51.9,96.3,0.8,1.3,0.7,0.1,0.8,82.5,15.9,86.9,33.5,76.9,72.5,19.8,2223,19.8,18137,66.3,17.6,140000,15078,3.11,17664,37745,26.3,1156,10961,3.5,3988,4599,0.6,0.0,1.6,0.0,47.1,25.0,0,0,681267,15958,67226,34,1236.92,38.3
04025,215133,211015,2.0,211033,4.2,17.8,27.4,51.2,93.8,0.8,2.1,1.0,0.1,2.1,14.0,81.3,80.7,6.8,10.4,90.2,24.2,27950,22.2,111699,70.0,10.7,184100,91349,2.28,25186,42987,15.8,5543,52793,4.2,17548,23563,0.0,0.8,1.0,0.0,6.9,25.4,763989,831416,2695406,12714,456458,452,8123.50,26.0
04027,201201,195750,2.8,195751,7.5,26.7,16.8,48.9,91.3,2.7,2.2,1.5,0.2,2.0,61.1,33.5,82.7,25.3,51.2,71.9,14.3,15380,18.8,89638,69.6,12.3,118000,70122,2.73,18840,41595,20.2,2851,39964,0.3,8186,10158,0.0,2.4,2.1,0.0,33.9,29.8,891604,0,2004643,10596,271852,648,5513.99,35.5
05000,2959373,2915916,1.5,2915918,6.5,24.0,15.4,50.9,79.9,15.6,1.0,1.5,0.3,1.9,6.9,73.7,83.6,4.5,7.2,83.7,20.1,237311,21.3,1329681,66.7,15.7,107300,1129723,2.53,22170,40768,19.2,64815,978519,-0.2,192746,238994,5.5,1.1,1.4,0.1,2.3,24.5,60735582,29659789,32974282,11602,3559795,8231,52035.48,56.0
05001,18777,19018,-1.3,19019,6.6,23.1,17.0,51.6,72.5,24.8,0.3,0.9,0.0,1.4,2.8,70.2,81.6,2.2,2.8,84.1,12.4,1389,15.5,9398,67.5,9.3,75500,7883,2.36,23045,39633,15.8,525,8258,-2.3,1295,1791,0.0,0.0,0.0,0.0,0.0,29.4,1702196,134593,286337,14825,15452,22,988.77,19.2
05003,21283,21853,-2.6,21853,6.5,23.6,17.7,51.6,71.9,25.8,0.7,0.2,0.1,1.3,5.2,67.8,87.4,2.1,4.7,84.2,12.2,1370,18.5,10033,75.6,6.9,62500,8656,2.47,19761,35683,18.9,424,6906,-5.8,1062,1486,0.0,0.0,0.0,0.0,0.0,19.4,0,107302,170779,7673,15276,1,925.35,23.6
05005,40957,41513,-1.3,41513,4.5,18.0,29.6,51.9,97.0,0.3,0.7,0.6,0.0,1.4,2.0,95.3,84.9,1.9,2.5,87.6,16.5,5725,17.1,22490,76.5,9.4,120000,18155,2.24,21334,35343,15.5,1057,12708,1.2,3097,4635,0.0,0.0,0.6,0.0,0.0,22.8,550061,0,486791,11633,60260,42,554.28,74.9
05007,237297,221344,7.2,221339,7.4,27.2,12.8,50.5,90.2,1.9,1.9,3.4,0.4,2.3,16.0,75.3,82.4,10.9,15.5,85.8,28.7,16452,20.1,95728,68.6,15.5,147500,82150,2.74,26715,54515,12.2,5448,98116,-3.1,15689,18799,0.9,1.3,2.3,0.0,5.2,23.7,0,0,2390591,11332,295747,1272,847.36,261.2
05009,37396,36903,1.3,36903,5.9,22.6,19.3,50.7,96.5,0.4,0.8,0.5,0.1,1.8,2.3,94.5,83.8,1.3,2.5,85.4,15.4,3280,19.7,16831,72.6,9.5,106400,15086,2.43,22160,38506,16.6,870,12240,-1.2,2856,3748,0.0,0.0,0.0,0.0,0.0,29.3,0,0,466894,12738,41893,17,590.23,62.5
05011,11249,11508,-2.3,11508,6.7,23.4,18.1,51.2,68.4,27.4,2.3,0.4,0.0,1.5,14.4,56.8,89.4,6.7,10.2,76.0,10.8,765,20.1,5808,68.8,11.3,62900,4789,2.32,19386,30409,31.3,254,2581,1.0,525,640,0.0,0.0,0.0,0.0,4.2,0.0,176955,42794,71522,5978,6240,3,649.23,17.7
05013,5241,5368,-2.4,5368,4.7,17.7,19.4,48.9,76.2,21.5,0.5,0.2,0.0,1.5,3.7,73.0,89.1,0.0,0.3,80.5,7.4,391,24.9,2871,80.0,2.5,58300,2046,2.55,17763,30980,14.9,72,446,-18.0,201,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,17859,3263,802,0,628.58,8.5
05015,27808,27446,1.3,27446,5.6,22.5,20.3,50.8,94.8,0.7,1.3,0.9,0.5,1.9,14.5,81.4,81.0,6.8,13.6,84.6,17.3,2961,19.1,13507,73.2,9.3,120000,11019,2.47,20637,36584,18.8,691,8292,8.2,2511,3078,0.0,0.0,0.0,0.0,0.0,19.1,0,24110,265358,9728,53966,14,630.09,43.6
05017,11335,11800,-3.9,11800,6.9,23.3,18.8,50.8,43.5,54.7,0.4,0.5,0.0,0.9,5.3,39.3,90.1,3.3,5.0,74.2,12.6,905,21.4,5383,66.3,9.7,54700,4510,2.41,16538,26201,33.0,218,2335,-1.4,575,916,12.2,0.0,0.0,0.0,0.0,25.1,0,120552,67030,5446,6074,2,644.30,18.3
05019,22743,22995,-1.1,22995,5.1,19.5,15.6,52.3,73.4,23.9,0.6,0.7,0.0,1.4,4.4,69.6,81.2,2.6,5.2,86.2,21.4,1804,19.9,10364,63.5,17.1,86600,8341,2.41,17960,32721,24.3,494,6442,-7.5,1277,1689,0.0,0.0,0.0,0.0,0.0,26.8,433867,0,247757,10461,32727,44,866.07,26.6
05021,15402,16083,-4.2,16083,4.8,21.2,21.0,50.9,97.6,0.6,0.4,0.2,0.0,1.3,1.7,96.1,87.6,0.9,1.9,76.1,9.5,1230,22.8,8003,72.6,8.8,62400,6814,2.30,18509,31502,20.2,296,2866,-5.3,834,1109,0.0,0.0,0.0,0.0,0.0,25.2,111760,116882,132637,8255,6345,12,639.47,25.2
05023,25686,25970,-1.1,25970,5.0,19.7,24.9,50.7,97.1,0.5,0.8,0.3,0.0,1.4,2.3,95.2,83.0,2.0,2.9,84.5,16.8,3158,24.9,15761,76.9,5.0,117900,10286,2.47,23044,40246,15.8,581,6268,3.6,2169,3180,0.0,0.0,0.0,0.0,0.0,27.1,205550,54394,282382,11169,29180,14,553.69,46.9
05025,8593,8689,-1.1,8689,5.4,23.7,18.4,51.2,86.5,11.9,0.4,0.2,0.0,1.0,1.9,84.8,94.7,0.4,0.9,84.8,13.8,630,27.4,4029,77.5,3.0,78300,3346,2.56,20622,39420,17.7,78,577,14.3,398,297,0.0,0.0,0.0,0.0,0.0,0.0,0,1230,12265,1404,0,0,597.78,14.5
05027,24164,24552,-1.6,24552,6.0,21.8,16.4,52.2,61.2,36.3,0.5,0.7,0.0,1.2,2.6,59.4,82.1,2.9,4.7,85.4,20.3,1508,16.6,11513,68.9,11.6,78900,9449,2.43,19439,35128,25.4,600,7754,1.9,1209,1859,0.0,0.0,0.0,0.0,0.0,23.1,1164275,0,197935,8143,21775,10,766.05,32.1
05029,21245,21271,-0.1,21273,6.1,23.3,18.0,51.0,85.1,11.4,0.9,0.5,0.0,2.0,3.9,81.7,87.1,1.9,4.5,84.5,14.7,1534,22.2,9664,74.0,8.4,86100,8154,2.57,20040,35225,24.0,414,5018,-3.5,1361,1876,0.0,0.0,0.0,0.0,0.0,16.9,432551,124901,270351,13074,16218,10,552.25,38.5
05031,101488,96443,5.2,96443,6.9,24.9,12.8,51.2,82.7,14.0,0.5,1.1,0.1,1.6,4.6,78.7,76.9,3.7,5.2,84.9,24.4,6727,17.5,42610,58.3,21.1,120700,37834,2.51,23138,41393,20.6,2436,37874,4.4,7082,8387,0.0,0.0,1.2,0.0,1.3,0.0,1830332,605938,1440936,15768,146652,981,707.21,136.4
05033,61640,61948,-0.5,61948,6.0,25.3,14.8,50.8,91.6,1.5,2.5,1.6,0.1,2.7,6.7,85.8,85.1,4.1,6.6,82.2,14.3,5321,22.0,26290,74.3,10.4,102800,23368,2.62,19477,39479,20.2,1069,20186,-4.0,3639,4489,0.0,1.7,1.1,0.0,1.8,21.5,847991,0,452539,7666,53249,113,593.09,104.4
05035,49746,50902,-2.3,50902,7.8,28.1,11.8,52.7,46.3,51.5,0.4,0.6,0.0,1.2,2.2,44.6,82.3,1.7,2.9,79.1,13.9,3541,20.2,21473,56.3,21.5,99500,18309,2.72,19665,37751,26.3,833,13291,-0.5,3558,3399,22.6,0.9,3.4,0.0,0.0,25.2,701251,795836,750517,14399,65142,74,609.76,83.5
05037,17548,17866,-1.8,17870,6.7,24.5,16.9,51.6,75.1,22.8,0.3,0.5,0.0,1.2,1.8,73.6,88.6,0.7,1.2,79.0,11.4,1189,23.8,7831,65.4,10.4,78400,6818,2.57,18701,38085,17.4,363,4028,-3.9,1446,1589,0.0,0.0,0.0,0.0,0.0,26.3,0,174748,185706,9970,12504,12,616.38,29.0
05039,7933,8116,-2.3,8116,5.7,22.9,19.7,51.5,55.9,42.2,0.5,0.2,0.0,1.3,2.7,53.5,88.1,2.5,3.4,82.1,10.2,444,20.2,4270,66.4,8.9,59200,3269,2.32,16838,28931,19.7,198,2481,0.7,409,459,9.6,0.0,0.0,0.0,0.0,12.9,184521,10852,79676,9727,4648,0,667.39,12.2
05041,12505,13008,-3.9,13008,6.9,25.9,16.5,53.2,50.1,48.1,0.4,0.4,0.1,0.9,4.6,46.7,89.1,1.8,4.1,76.9,12.7,754,21.5,6225,55.9,17.3,55100,5305,2.39,19822,28680,30.1,322,3377,-4.4,736,840,0.0,0.0,0.0,0.0,0.0,27.4,400820,230922,119201,8691,9790,18,768.15,16.9
05043,18785,18509,1.5,18509,6.1,22.9,15.7,51.3,69.6,28.1,0.4,0.7,0.0,1.1,2.8,67.1,85.9,1.9,3.4,81.3,19.1,983,20.8,8428,61.2,13.4,83300,7496,2.37,17057,31171,28.5,409,4519,-6.7,1027,1460,6.4,0.0,0.0,0.0,0.0,0.0,156135,87552,198993,10645,19657,11,828.36,22.3
05045,119580,113237,5.6,113237,6.6,24.2,10.9,51.0,85.0,11.2,0.7,1.2,0.1,1.9,4.0,81.4,81.8,2.9,4.8,89.4,27.2,8027,24.2,48296,65.2,19.6,137800,42413,2.62,24401,50314,14.6,2418,35811,0.0,7711,9464,4.5,0.0,0.7,0.0,3.6,24.4,1587628,266098,1227650,11730,137881,485,647.88,174.8
05047,18034,18125,-0.5,18125,5.9,23.9,17.7,50.7,95.2,0.9,1.3,1.0,0.1,1.6,2.8,92.6,85.0,0.8,1.8,82.1,12.4,1643,25.0,7982,74.0,3.4,93000,6769,2.61,19135,36766,20.5,279,3387,6.5,1048,1139,0.0,0.0,0.0,0.0,0.0,19.6,327694,3128,140227,7748,10416,2,608.86,29.8
05049,12304,12245,0.5,12245,4.9,20.5,24.6,50.7,97.0,0.5,0.7,0.3,0.0,1.6,1.1,96.0,83.2,1.1,1.5,83.7,10.0,1358,25.5,6728,78.1,4.3,88200,5140,2.35,19326,35522,18.7,167,1528,6.0,793,1047,0.0,0.0,0.0,0.0,0.0,21.9,0,8179,42434,3598,5299,0,618.19,19.8
05051,97173,96024,1.2,96024,5.6,20.8,21.3,51.7,87.7,8.5,0.7,0.8,0.1,2.2,5.2,83.0,83.5,3.6,5.6,86.8,20.9,10575,21.7,50306,68.6,17.2,130500,39881,2.37,23170,39162,20.7,2702,32323,3.2,7843,10369,2.0,0.9,0.0,0.0,2.3,22.8,661675,0,1443438,14958,203277,44,677.78,141.7
05053,18019,17853,0.9,17853,5.8,23.8,15.8,50.4,94.9,2.7,0.5,0.4,0.0,1.4,2.3,93.0,90.3,1.9,3.1,84.9,17.6,1594,29.9,7781,77.8,4.7,100800,6855,2.59,23239,49004,9.9,271,2797,-3.7,1153,1696,0.0,0.0,0.0,0.0,0.0,25.4,489875,48526,107622,6148,10188,14,631.81,28.3
05055,43097,42090,2.4,42090,6.8,24.9,14.8,50.8,97.1,0.7,0.5,0.3,0.0,1.3,2.6,94.7,81.6,1.1,2.5,82.8,14.7,3801,20.4,18253,63.3,15.1,99100,16603,2.53,19652,38413,17.1,774,14791,5.6,2727,3205,0.0,0.0,0.0,0.0,0.0,25.4,1434062,0,373077,9257,37645,166,577.70,72.9
